State,Constituency Name,Candidate,Party,Winning Margin
Tamil Nadu,MADURAI,PERIYASAMY K,Independent,-209409.0
Tamil Nadu,MADURAI,PANDIYAN S,Bahujan Dravida Party,-209409.0
Tamil Nadu,MADURAI,RAMANATHAN S,Independent,-209409.0
Tamil Nadu,MADURAI,MUTHUPANDI S,Independent,-209409.0
Tamil Nadu,MADURAI,BOOMINATHAN C,Independent,-209409.0
Tamil Nadu,MADURAI,PANDIYAN P,Socialist Unity Centre Of India (COMMUNIST),-209409.0
Tamil Nadu,MADURAI,CHANDRASEKAR N,Independent,-209409.0
Tamil Nadu,MADURAI,GOPALAKRISHNAN S,Independent,-209409.0
Tamil Nadu,MADURAI,AVADAINATHAN V,Independent,-209409.0
Tamil Nadu,MADURAI,GOPISON M.M.,Independent,-209409.0
Tamil Nadu,MADURAI,SANKARAPANDI M.P.,Independent,-209409.0
Tamil Nadu,MADURAI,VENKATESH S,Independent,-209409.0
Tamil Nadu,MADURAI,SARAVANAN K.K.,Independent,-209409.0
Maharashtra,Kalyan,AJAY SHYAM MORYA,Independent,-209144.0
Maharashtra,Kalyan,SHIVA KRISHNAMURTI IYER,Independent,-209144.0
Maharashtra,Kalyan,RAKESH KUMAR DHISULAL JAIN,Independent,-209144.0
Maharashtra,Kalyan,DR. SACHIN SAHEBRAO PATIL,Independent,-209144.0
Maharashtra,Kalyan,MOHAMMAD YUSUF KHAN,Independent,-209144.0
Maharashtra,Kalyan,ADV. HITESH JAIKISHAN JESWANI,Independent,-209144.0
Maharashtra,Kalyan,SAMBHAJI JAGANNATH JADHAV,Sanyukt Bharat Paksh,-209144.0
Maharashtra,Kalyan,GAWALI PRAVIN SHIVAJI,Apni Prajahit Party,-209144.0
Maharashtra,Kalyan,CHANDRAKANT RAMBHAJI MOTE,Independent,-209144.0
Maharashtra,Kalyan,HINDURAO DADU PATIL,Rashtriya Maratha Party,-209144.0
Maharashtra,Kalyan,SALIMUDDIN KHALILUDDIN SHAIKH,Independent,-209144.0
Maharashtra,Kalyan,ARUN VAMAN JADHAV,Independent,-209144.0
Maharashtra,Kalyan,SHRIDHAR NARAYAN SALVE,Bhim Sena,-209144.0
Maharashtra,Kalyan,SHRIKANT SHIVAJI VANJARE,Peoples Party of India (Democratic),-209144.0
Maharashtra,Kalyan,DNYANESHWAR LOKHANDE MAHARAJ,Independent,-209144.0
Maharashtra,Kalyan,POONAM JAGANNATH BAISANE,Bahujan Republican  Socialist Party,-209144.0
Maharashtra,Kalyan,DR SHRIKANT EKNATH SHINDE,Shiv Sena,-209144.0
Maharashtra,Kalyan,NOTA,None of the Above,-209144.0
Maharashtra,Kalyan,PRAJAKTA NILESH YELVE,Independent,-209144.0
Maharashtra,Kalyan,NAFIS AHMED ANSARI,Independent,-209144.0
Maharashtra,Kalyan,ASHWINI AMOL KENDRE,Independent,-209144.0
Maharashtra,Kalyan,MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,Vanchit Bahujan  Aaghadi,-209144.0
Maharashtra,Kalyan,PRASHANT RAMESH INGLE,Bahujan Samaj Party,-209144.0
Maharashtra,Kalyan,AMIT UPADHYAY,Right to Recall Party,-209144.0
Maharashtra,Kalyan,ARUN BHAURAO NITURE,Rashtriya Kisan Bahujan Party,-209144.0
Maharashtra,Kalyan,ABHIJIT WAMANRAO BICHUKALE,Independent,-209144.0
Maharashtra,Kalyan,SUSHILA KASHINATH KAMBLE,Bahujan Samaj Party  (Ambedkar),-209144.0
Maharashtra,Kalyan,AMRISH RAJ MORAJKAR,Independent,-209144.0
Maharashtra,Kalyan,VAISHALI DAREKAR - RANE,Shiv Sena (Uddhav Balasaheb Thackrey),-209144.0
Tamil Nadu,NAGAPATTINAM,BOOMINATHAN B,Desiya Makkal Sakthi Katchi,-208957.0
Tamil Nadu,NAGAPATTINAM,PREM S,Independent,-208957.0
Tamil Nadu,NAGAPATTINAM,JAGADEESH J BE,Bahujan Samaj Party,-208957.0
Tamil Nadu,NAGAPATTINAM,SELVARAJ V,Communist Party of India,-208957.0
Tamil Nadu,NAGAPATTINAM,VIJAYARAGAVAN N,Independent,-208957.0
Tamil Nadu,NAGAPATTINAM,NOTA,None of the Above,-208957.0
Tamil Nadu,NAGAPATTINAM,KARTHIKA M,Naam Tamilar Katchi,-208957.0
Tamil Nadu,NAGAPATTINAM,DR SURSITH SANKAR G,All India Anna Dravida Munnetra Kazhagam,-208957.0
Tamil Nadu,NAGAPATTINAM,SUBRAMANIAN K,Independent,-208957.0
Tamil Nadu,NAGAPATTINAM,RAMESHGOVIND S G M,Bharatiya Janata Party,-208957.0
Tamil Nadu,ARANI,"BAKIYALAKSHMI, K.",Naam Tamilar Katchi,-208766.0
Tamil Nadu,ARANI,"GAJENDRAN, G.V.",All India Anna Dravida Munnetra Kazhagam,-208766.0
Tamil Nadu,ARANI,"KOTTAI VENKATESAN, M.",Independent,-208766.0
Tamil Nadu,ARANI,"SENTHIL KUMAR, D.",Independent,-208766.0
Tamil Nadu,ARANI,"SEKAR, N.",Independent,-208766.0
Tamil Nadu,ARANI,SAKTHIVEL A,Thakkam Katchi,-208766.0
Tamil Nadu,ARANI,"GANESH, P.",Independent,-208766.0
Tamil Nadu,ARANI,NAGARAJAN P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,-208766.0
Tamil Nadu,ARANI,CAPTAIN SETTU M,Viro Ke Vir Indian Party,-208766.0
Tamil Nadu,ARANI,"GAJENDIRAN, E.",Independent,-208766.0
Tamil Nadu,ARANI,"KARVANNAN, K.",Independent,-208766.0
Tamil Nadu,ARANI,"JAISANKAR, M.",Independent,-208766.0
Tamil Nadu,ARANI,EZHIL ARASU M,Independent,-208766.0
Tamil Nadu,ARANI,BABU N,Independent,-208766.0
Tamil Nadu,ARANI,THARANIVENTHAN M S,Dravida Munnetra Kazhagam,-208766.0
Tamil Nadu,ARANI,"DURUGAN, M.",United Republican Party of India,-208766.0
Tamil Nadu,ARANI,"GAJENDRAN, J.",Independent,-208766.0
Tamil Nadu,ARANI,DURAI  M,Bahujan Samaj Party,-208766.0
Tamil Nadu,ARANI,"GANESH KUMAR, U.",Independent,-208766.0
Tamil Nadu,ARANI,"MANIGANDAN, V.",Independent,-208766.0
Tamil Nadu,ARANI,NOTA,None of the Above,-208766.0
Tamil Nadu,ARANI,"ARUL, M.",Independent,-208766.0
Tamil Nadu,ARANI,"MANAVALAN, A.",Anna MGR Dravida Makkal Kalgam,-208766.0
Tamil Nadu,ARANI,"DHARANI, D.",Independent,-208766.0
Tamil Nadu,ARANI,"MURUGESAN, D.",Independent,-208766.0
Tamil Nadu,ARANI,"ELLAPPAN, R.",Independent,-208766.0
Tamil Nadu,ARANI,"FEROZKHAN, A.",Independent,-208766.0
Tamil Nadu,ARANI,"DHAMODHARAN, G.",Independent,-208766.0
Tamil Nadu,ARANI,DR GANESH KUMAR A ME PHD,Pattali Makkal Katchi,-208766.0
Tamil Nadu,ARANI,MOHMMAD SIDDIQ M H,Independent,-208766.0
Andhra Pradesh,Bapatla,CHINNAM MURALIDHAR,All Peoples Party,-208031.0
Andhra Pradesh,Bapatla,PARRE. KOTAIAH,Jaibhim Rao Bharat Party,-208031.0
Andhra Pradesh,Bapatla,PALADUG VIJENDRA RAO (BAHUJAN),Liberation Congress Party,-208031.0
Andhra Pradesh,Bapatla,BUSSA. NAGARAJU,Independent,-208031.0
Andhra Pradesh,Bapatla,J.D. SEELAM,Indian National Congress,-208031.0
Andhra Pradesh,Bapatla,NOTA,None of the Above,-208031.0
Andhra Pradesh,Bapatla,DOKKA JAGAN MOHANA RAO,Bahujan Samaj Party,-208031.0
Andhra Pradesh,Bapatla,NALAMALA TIRUPATI RAO,Navataram Party,-208031.0
Andhra Pradesh,Bapatla,GADDE. VIJAYA LAKSHMI,Independent,-208031.0
Andhra Pradesh,Bapatla,KATTAPOGU. VIJAY KUMAR,Pyramid Party of India,-208031.0
Andhra Pradesh,Bapatla,KONDRU KIRAN KUMAR,Independent,-208031.0
Andhra Pradesh,Bapatla,KATTA ANAND BABU,Independent,-208031.0
Andhra Pradesh,Bapatla,MERUGUPALA SADASIVA RAO,India Praja Bandhu Party,-208031.0
Andhra Pradesh,Bapatla,KATTA HEMANAND,Independent,-208031.0
Andhra Pradesh,Bapatla,NANDIGAM SURESH BABU,Yuvajana Sramika Rythu Congress Party,-208031.0
Andhra Pradesh,Bapatla,KRISHNA PRASAD TENNETI,Telugu Desam,-208031.0
Madhya Pradesh,RATLAM,NOTA,None of the Above,-207232.0
Madhya Pradesh,RATLAM,UDESINGH MACHAR,Republican Party of India (A),-207232.0
Madhya Pradesh,RATLAM,SHEETAL BARELA,Akhand Bharat Samrajya Party,-207232.0
Madhya Pradesh,RATLAM,ENGINEER BALUSINGH GAMAD,Bharat Adivasi Party,-207232.0
Madhya Pradesh,RATLAM,ANITA NAGARSINGH CHOUHAN,Bharatiya Janata Party,-207232.0
Madhya Pradesh,RATLAM,RAMESHWAR SINGAR,Independent,-207232.0
Madhya Pradesh,RATLAM,MOHANSINGH NINGWAL,Bhartiya Samajik Party,-207232.0
Madhya Pradesh,RATLAM,KASNA RANA PARGI,Independent,-207232.0
Madhya Pradesh,RATLAM,KANTILAL BHURIA,Indian National Congress,-207232.0
Madhya Pradesh,RATLAM,RAMCHANDRA SOLANKI,Bahujan Samaj Party,-207232.0
Madhya Pradesh,RATLAM,SURAJ BHABHAR,Independent,-207232.0
Madhya Pradesh,RATLAM,RANGLA KALESH,Independent,-207232.0
Madhya Pradesh,RATLAM,SUMITRA MEDA,Independent,-207232.0
Madhya Pradesh,SIDHI,BHAGWAN PRASAD TIWARI,Independent,-206416.0
Madhya Pradesh,SIDHI,SUNIL TIWARI,Independent,-206416.0
Madhya Pradesh,SIDHI,SHYAMLAL VAISH,Bhartiya Shakti Chetna Party,-206416.0
Madhya Pradesh,SIDHI,MAHENDRA BHAIYA,Independent,-206416.0
Madhya Pradesh,SIDHI,LAXMAN SINGH BAIS,Independent,-206416.0
Madhya Pradesh,SIDHI,PUJAN RAM SAKET (BABBU),Bahujan Samaj Party,-206416.0
Madhya Pradesh,SIDHI,NOTA,None of the Above,-206416.0
Madhya Pradesh,SIDHI,AJAY PRATAP SINGH,Gondvana Gantantra Party,-206416.0
Madhya Pradesh,SIDHI,KAMLESHWAR INDRAJIT KUMAR,Indian National Congress,-206416.0
Madhya Pradesh,SIDHI,DR. RAJESH MISHRA,Bharatiya Janata Party,-206416.0
Madhya Pradesh,SIDHI,SANJAY NAMDEO,Communist Party of India,-206416.0
Madhya Pradesh,SIDHI,KAILASH PRASAD VERMA,Independent,-206416.0
Madhya Pradesh,SIDHI,DASHRATH PRASAD BAIS,Independent,-206416.0
Madhya Pradesh,SIDHI,RAMVISHAL KOL,Rashtriya Samaj Paksha,-206416.0
Madhya Pradesh,SIDHI,RAMSAHAY SAHU,Aapka Gantantra Party,-206416.0
Madhya Pradesh,SIDHI,SMT. TARA DEVI SINGH,Rashtriya Jansanchar Dal,-206416.0
Madhya Pradesh,SIDHI,DADDI YADAV,Independent,-206416.0
Madhya Pradesh,SIDHI,"NARAYAN DAS SHAH ""MULNIWASI""",Peoples Party of India (Democratic),-206416.0
Tamil Nadu,SIVAGANGA,NAGARAJAN  KR,Independent,-205664.0
Tamil Nadu,SIVAGANGA,PALANIYAPPAN  R,Independent,-205664.0
Tamil Nadu,SIVAGANGA,RANJITHKUMAR BALUSWAMY,Bahujan Samaj Party,-205664.0
Tamil Nadu,SIVAGANGA,BASKARAN S,Independent,-205664.0
Tamil Nadu,SIVAGANGA,KALAISELVAM K,Independent,-205664.0
Tamil Nadu,SIVAGANGA,MALAISAMY K,Independent,-205664.0
Tamil Nadu,SIVAGANGA,SEKAR  A,Independent,-205664.0
Tamil Nadu,SIVAGANGA,SELVARAJ P,Independent,-205664.0
Tamil Nadu,SIVAGANGA,THILLAIVASAGAM   M,Vidiyalai Thedum Indhiyargal Party,-205664.0
Tamil Nadu,SIVAGANGA,MUTHARASU PANDIYAN  V,Independent,-205664.0
Tamil Nadu,SIVAGANGA,KARTHICK  C,Independent,-205664.0
Tamil Nadu,SIVAGANGA,NOTA,None of the Above,-205664.0
Tamil Nadu,SIVAGANGA,KALAIRAJA  B,Independent,-205664.0
Tamil Nadu,SIVAGANGA,KARTHIKAIRAJAN  P,Independent,-205664.0
Tamil Nadu,SIVAGANGA,DHANALAKSHMI M,Independent,-205664.0
Tamil Nadu,SIVAGANGA,EZHILARASI,Naam Tamilar Katchi,-205664.0
Tamil Nadu,SIVAGANGA,DHEVANATHAN YADAV T,Bharatiya Janata Party,-205664.0
Tamil Nadu,SIVAGANGA,XAVIERDASS A,All India Anna Dravida Munnetra Kazhagam,-205664.0
Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,Indian National Congress,-205664.0
Tamil Nadu,SIVAGANGA,ASHOK KUMAR K,Independent,-205664.0
Tamil Nadu,SIVAGANGA,GOVINDHARAJU M.G,Independent,-205664.0
Jammu and Kashmir,BARAMULLA,SYED AMEER SUHAIL,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,MOHAMMAD SULTAN GANAIE,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,NOTA,None of the Above,-204142.0
Jammu and Kashmir,BARAMULLA,KHURSHEED AHMAD SHAH,Rashtriya Jankranti Party,-204142.0
Jammu and Kashmir,BARAMULLA,FIRDOUS AHMAD BHAT,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,SHADIB HANIEF KHAN,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,MUDASIR AHMAD TANTARY,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,NAZIR AHMAD SOFI,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,SHABIR AHMAD DAR,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,HILAL AHMAD WAGAY,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,MEHRAJ UDDIN NAJAR,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,PEERZADA MUDASIR RASHID SHAH,Jammu & Kashmir National Panthers Party (Bhim),-204142.0
Jammu and Kashmir,BARAMULLA,SURAIYA NISSAR,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,SAJAD GANI LONE,Jammu & Kashmir People Conference,-204142.0
Jammu and Kashmir,BARAMULLA,OMAR ABDULLAH,Jammu & Kashmir National Conference,-204142.0
Jammu and Kashmir,BARAMULLA,ABDUL RASHID SHEIKH,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,ARUN KUMAR RAINA,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,MUNIR AHMAD KHAN,Jammu and Kashmir Nationalist People's Front,-204142.0
Jammu and Kashmir,BARAMULLA,MUZAFFAR HUSSAIN DAR,Independent,-204142.0
Jammu and Kashmir,BARAMULLA,MUSHTAQ AHMAD MIR,National Loktantrik Party,-204142.0
Jammu and Kashmir,BARAMULLA,FAROOQ AHMAD BHAT,National Youth Party,-204142.0
Jammu and Kashmir,BARAMULLA,MIR MOHAMMAD FAYAZ,Jammu & Kashmir Peoples Democratic Party,-204142.0
Jammu and Kashmir,BARAMULLA,SHAFEEQA BEGUM,Independent,-204142.0
Rajasthan,JALORE,LUMBARAM,Bharatiya Janata Party,-201543.0
Rajasthan,JALORE,VAIBHAV GEHLOT,Indian National Congress,-201543.0
Rajasthan,JALORE,FOJARAM,Indian Peoples Green Party,-201543.0
Rajasthan,JALORE,DALARAM,Independent,-201543.0
Rajasthan,JALORE,TIKMA RAM BHATI,Bheem Tribal Congress,-201543.0
Rajasthan,JALORE,DINESH SINGH,Independent,-201543.0
Rajasthan,JALORE,KALURAM MEGHWAL,Independent,-201543.0
Rajasthan,JALORE,DEVARAM,Independent,-201543.0
Rajasthan,JALORE,RAMESH KUMAR BHANDARI,Independent,-201543.0
Rajasthan,JALORE,MOTI LAL,Aazad Samaj Party (Kanshi Ram),-201543.0
Rajasthan,JALORE,SHAKUR,Independent,-201543.0
Rajasthan,JALORE,OTARAM,Bharat Adivasi Party,-201543.0
Rajasthan,JALORE,NOTA,None of the Above,-201543.0
Assam,Lakhimpur,UDAY SHANKAR HAZARIKA,Indian National Congress,-201257.0
Assam,Lakhimpur,DHIREN KACHARI,Communist Party of India,-201257.0
Assam,Lakhimpur,PRADAN BARUAH,Bharatiya Janata Party,-201257.0
Assam,Lakhimpur,BIREN BAILUNG,Voters Party  International,-201257.0
Assam,Lakhimpur,PALLAB PEGU,Socialist Unity Centre Of India (COMMUNIST),-201257.0
Assam,Lakhimpur,DEBA NATH PAIT,Independent,-201257.0
Assam,Lakhimpur,GOBIN BISWAKARMA,Independent,-201257.0
Assam,Lakhimpur,BIKRAM RAMCHIARY,Independent,-201257.0
Assam,Lakhimpur,GHANA KANTA CHUTIA,All India Trinamool Congress,-201257.0
Assam,Lakhimpur,NOTA,None of the Above,-201257.0
West Bengal,Mathurapur,NOTA,None of the Above,-201057.0
West Bengal,Mathurapur,BAPI HALDAR,All India Trinamool Congress,-201057.0
West Bengal,Mathurapur,PANKAJ KUMAR HALDER,Bahujan Samaj Party,-201057.0
West Bengal,Mathurapur,BISWANATH SARDAR,Socialist Unity Centre Of India (COMMUNIST),-201057.0
West Bengal,Mathurapur,BAPI HALDAR,Independent,-201057.0
West Bengal,Mathurapur,BAPPA DAS,Party for Democratic Socialism,-201057.0
West Bengal,Mathurapur,DR SARAT CHANDRA HALDER,Communist Party of India  (Marxist),-201057.0
West Bengal,Mathurapur,ASHOK PURKAIT,Bharatiya Janata Party,-201057.0
West Bengal,Mathurapur,AJAY KUMAR DAS,All India Secular Front,-201057.0
West Bengal,Mathurapur,ASHOKE SARDAR,Independent,-201057.0
West Bengal,Mathurapur,RUDRA PRASAD MANDAL,Mulnibasi Party of India,-201057.0
West Bengal,Mathurapur,BAPI HALDER,Independent,-201057.0
West Bengal,Mathurapur,ASHOKE PUROKAIT,Independent,-201057.0
NCT OF Delhi,West Delhi,AJ RAJAN,Navarang Congress Party,-199013.0
NCT OF Delhi,West Delhi,AMIT KUMAR SINGH,Rashtriya Suraksha Party,-199013.0
NCT OF Delhi,West Delhi,VISHAKHA,Bahujan Samaj Party,-199013.0
NCT OF Delhi,West Delhi,NOTA,None of the Above,-199013.0
NCT OF Delhi,West Delhi,SUNIL MEGHWAL,Ambedkarite Party of India,-199013.0
NCT OF Delhi,West Delhi,MAHABAL MISHRA,Aam Aadmi Party,-199013.0
NCT OF Delhi,West Delhi,KAMALJEET SEHRAWAT,Bharatiya Janata Party,-199013.0
NCT OF Delhi,West Delhi,SABIR KHAN,Independent,-199013.0
NCT OF Delhi,West Delhi,OM PRAKASH NARAYAN,Aapki Apni Party (Peoples),-199013.0
NCT OF Delhi,West Delhi,ANJU SHARMA,Independent,-199013.0
NCT OF Delhi,West Delhi,KAPIL MARWAH,Independent,-199013.0
NCT OF Delhi,West Delhi,PRAMOD KUREEL,Bahujan National Party (Ambedkar),-199013.0
NCT OF Delhi,West Delhi,RAM NARAYAN MOHANTY,Independent,-199013.0
NCT OF Delhi,West Delhi,CHAMAN LAL VERMA,Samaj Vikas Kranti Party,-199013.0
NCT OF Delhi,West Delhi,DEEPAK SHARMA,Bharatiya Jan Jagriti Party,-199013.0
NCT OF Delhi,West Delhi,RAVI,Independent,-199013.0
NCT OF Delhi,West Delhi,UMESH CHAUHAN,Rashtriya Rashtrawadi Party,-199013.0
NCT OF Delhi,West Delhi,JAYA RAMAN,Sarvlokhit Samaj Party,-199013.0
NCT OF Delhi,West Delhi,MEENA UJJAINWAL,Peoples Party of India (Democratic),-199013.0
NCT OF Delhi,West Delhi,UMA SHANKAR TIWARI,Bhartiya Mahasangh Party,-199013.0
NCT OF Delhi,West Delhi,RAMESH KUMAR JAIN @ NIRBHIK,Gareeb Aadmi Party,-199013.0
NCT OF Delhi,West Delhi,RAJIV KANT MISHRA,Independent,-199013.0
NCT OF Delhi,West Delhi,MADHU,Akhil Bhartiya Parivar Party,-199013.0
NCT OF Delhi,West Delhi,JARNAIL SINGH,Independent,-199013.0
NCT OF Delhi,West Delhi,CHARANJEET SINGH,All India Forward Bloc,-199013.0
West Bengal,Birbhum,BISWAJIT MISHRA,All India Arya Mahasabha,-197650.0
West Bengal,Birbhum,ABDUL IMRAN,Independent,-197650.0
West Bengal,Birbhum,SAURAV MUDI,Independent,-197650.0
West Bengal,Birbhum,RAJNATH SARKAR,Bahujan Samaj Party,-197650.0
West Bengal,Birbhum,AYESHA KHATUN,Socialist Unity Centre Of India (COMMUNIST),-197650.0
West Bengal,Birbhum,NOTA,None of the Above,-197650.0
West Bengal,Birbhum,AMIY GHOSH,Independent,-197650.0
West Bengal,Birbhum,MILTON RASHID,Indian National Congress,-197650.0
West Bengal,Birbhum,DEBTANU BHATTACHARYA,Bharatiya Janata Party,-197650.0
West Bengal,Birbhum,SATABDI ROY,All India Trinamool Congress,-197650.0
West Bengal,Birbhum,LAKSHMI HEMBROM,Ambedkarite Party of India,-197650.0
West Bengal,Birbhum,MD. JAKIR HOSSAIN,Bharatiya National Janata Dal,-197650.0
West Bengal,Birbhum,DOLA SARKAR,Indian National Socialistic Action Forces,-197650.0
Punjab,Khadoor Sahib,NAVEEN KUMAR SHARMA,Sanjhi Virasat Party,-197120.0
Punjab,Khadoor Sahib,AMRITPAL SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,KULBIR SINGH ZIRA,Indian National Congress,-197120.0
Punjab,Khadoor Sahib,LALJIT SINGH BHULLAR,Aam Aadmi Party,-197120.0
Punjab,Khadoor Sahib,VIRSA SINGH VALTOHA,Shiromani Akali Dal,-197120.0
Punjab,Khadoor Sahib,MANJIT SINGH MANNA,Bharatiya Janata Party,-197120.0
Punjab,Khadoor Sahib,PARAMJIT SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,CHAIN SINGH BAINKA,Aas Punjab Party,-197120.0
Punjab,Khadoor Sahib,SATNAM SINGH,Bahujan Samaj Party,-197120.0
Punjab,Khadoor Sahib,SARABJIT SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,GURDIAL SINGH,Communist Party of India,-197120.0
Punjab,Khadoor Sahib,NOTA,None of the Above,-197120.0
Punjab,Khadoor Sahib,ANOKH SINGH KATWAL,Independent,-197120.0
Punjab,Khadoor Sahib,GURPREET SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,MAHINDER SINGH HAMIRA,Independent,-197120.0
Punjab,Khadoor Sahib,ARUN KUMAR,Independent,-197120.0
Punjab,Khadoor Sahib,SIMRANJEET SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,DILBAGH SINGH,All India Mazdoor Party (Rangreta),-197120.0
Punjab,Khadoor Sahib,AJIT SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,VIKRAMJIT SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,LAKHBIR SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,VIJAY KUMAR,Independent,-197120.0
Punjab,Khadoor Sahib,PARMINDER SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,KANWALJIT SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,HARJINDER SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,KAWALJIT SINGH,Independent,-197120.0
Punjab,Khadoor Sahib,SURJIT SINGH BHIKHIWIND,Independent,-197120.0
Punjab,Khadoor Sahib,JASWANT SINGH SOHAL,Independent,-197120.0
Tamil Nadu,TENKASI,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam,-196199.0
Tamil Nadu,TENKASI,DR K KRISHNASAMY,All India Anna Dravida Munnetra Kazhagam,-196199.0
Tamil Nadu,TENKASI,B JOHN PANDIAN,Bharatiya Janata Party,-196199.0
Tamil Nadu,TENKASI,ESAI MATHIVANAN,Naam Tamilar Katchi,-196199.0
Tamil Nadu,TENKASI,NOTA,None of the Above,-196199.0
Tamil Nadu,TENKASI,KARPAGAVALLI P,Independent,-196199.0
Tamil Nadu,TENKASI,RAMASAMY P,Viro Ke Vir Indian Party,-196199.0
Tamil Nadu,TENKASI,T MAHESHKUMAR,Bahujan Samaj Party,-196199.0
Tamil Nadu,TENKASI,A SEETHA,Bahujan Dravida Party,-196199.0
Tamil Nadu,TENKASI,M MANMATHAN,Independent,-196199.0
Tamil Nadu,TENKASI,RAJA SEKAR,Independent,-196199.0
Tamil Nadu,TENKASI,P KRISHNASAMY,Independent,-196199.0
Tamil Nadu,TENKASI,ARUMUGASWAMI M,Independent,-196199.0
Tamil Nadu,TENKASI,M UMAMAHESWARI,Desiya Makkal Sakthi Katchi,-196199.0
Tamil Nadu,TENKASI,KRISHNASAMY,Independent,-196199.0
Tamil Nadu,TENKASI,A MUTHAIAH,Independent,-196199.0
Madhya Pradesh,REWA,ARUN TIWARI 'MINTU',Independent,-193374.0
Madhya Pradesh,REWA,ARUNENDRA NARAYAN PANDEY,Independent,-193374.0
Madhya Pradesh,REWA,VIPIN SINGH PATEL,Rashtriya Hind Ekta Dal,-193374.0
Madhya Pradesh,REWA,RANJAN GUPTA,Rashtravadi Bharat Party,-193374.0
Madhya Pradesh,REWA,JANARDAN MISHRA,Independent,-193374.0
Madhya Pradesh,REWA,RAM GOPAL SINGH,Peoples Party of India (Democratic),-193374.0
Madhya Pradesh,REWA,ER. DEVENDRA SINGH,Sapaks Party,-193374.0
Madhya Pradesh,REWA,ROSHAN LAL KOL,Independent,-193374.0
Madhya Pradesh,REWA,DAYASHANKAR PANDEY,Independent,-193374.0
Madhya Pradesh,REWA,ADV. ABHISHEK MASTER BUDDHSEN PATEL,Bahujan Samaj Party,-193374.0
Madhya Pradesh,REWA,NEELAM ABHAY MISHRA,Indian National Congress,-193374.0
Madhya Pradesh,REWA,JANARDAN MISHRA,Bharatiya Janata Party,-193374.0
Madhya Pradesh,REWA,ER. RAM KUMAR SONI,Independent,-193374.0
Madhya Pradesh,REWA,NOTA,None of the Above,-193374.0
Madhya Pradesh,REWA,PRASSAN JEET SINGH,Independent,-193374.0
Tamil Nadu,KRISHNAGIRI,GOPINATH K,Indian National Congress,-192486.0
Tamil Nadu,KRISHNAGIRI,NARASIMHAN C,Bharatiya Janata Party,-192486.0
Tamil Nadu,KRISHNAGIRI,VIDHYA RANI,Naam Tamilar Katchi,-192486.0
Tamil Nadu,KRISHNAGIRI,NOTA,None of the Above,-192486.0
Tamil Nadu,KRISHNAGIRI,ARUMUGAM M,Bharatiya Praja Aikyata Party,-192486.0
Tamil Nadu,KRISHNAGIRI,DR.SHANMUGAM .A.R,Independent,-192486.0
Tamil Nadu,KRISHNAGIRI,TAMILSELVAN S,Bahujan Samaj Party,-192486.0
Tamil Nadu,KRISHNAGIRI,SWAMINATHAN T G,Aravor Munnetra Kazhagam,-192486.0
Tamil Nadu,KRISHNAGIRI,MANI K,Chennai Youth Party,-192486.0
Tamil Nadu,KRISHNAGIRI,SRINIVASAN K,Independent,-192486.0
Tamil Nadu,KRISHNAGIRI,VENKATESHKUMAR M,Independent,-192486.0
Tamil Nadu,KRISHNAGIRI,ALBERT FRANCIS XAVIER S,Independent,-192486.0
Tamil Nadu,KRISHNAGIRI,SUBRAMANI M,Tamilar Makkal Katchi,-192486.0
Tamil Nadu,KRISHNAGIRI,ESHWARAN C,Independent,-192486.0
Tamil Nadu,KRISHNAGIRI,ANAND KUMAR A,Independent,-192486.0
Tamil Nadu,KRISHNAGIRI,SARAVANAKUMAR A,Independent,-192486.0
Tamil Nadu,KRISHNAGIRI,YUVARAJ K P U,Independent,-192486.0
Tamil Nadu,KRISHNAGIRI,VEERASAMY C,Independent,-192486.0
Tamil Nadu,KRISHNAGIRI,DEVAPPA Y,Independent,-192486.0
Tamil Nadu,KRISHNAGIRI,CHANDRAMOHAN K.M.,Independent,-192486.0
